brainrot,original_normal,training_normal,action,reason,source_file,source_dataset
she deadlifted 2x her bodyweight at the comp she's cracked,She deadlifted twice her body weight at the competition.,She deadlifted twice her body weight at the competition.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she deals w Karens like a pro fr ✨😇 effective queen navigates difficult personalities smoothly 🙏 people skills maxed,She handles difficult personalities effectively.,She handles difficult personalities effectively.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she deals w difficult ppl w GRACE?? ✨😇 graceful queen handles chaos smoothly 🙏 how?? patience lvl 1000,She handles difficult people gracefully.,She handles difficult people gracefully.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she dedicates her free time volunteering?? ✨ selfless queen making difference fr 🙏 good human award,She volunteers.,She volunteers.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she defends him even when he's wrong she's simping,She defends him in every argument even when he's wrong.,She defends him in every argument even when he's wrong.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she definitely got strong takes fr 🤔 queen ain't afraid to speak her mind 🙏 respect the passion,She has strong opinions.,She has strong opinions.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she deleted all socials and is thriving now honestly based,She deleted all social media and seems much happier now.,She deleted all social media and seems much happier now.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she deleted the app and is thriving based decision,She deleted the app and seems much happier.,She deleted the app and seems much happier.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she deserved that award periodt don't argue with me,She deserved that award and nobody can tell me otherwise.,She deserved that award and nobody can tell me otherwise.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she deserved that promotion periodt,She deserved that promotion more than anyone.,She deserved that promotion more than anyone.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she detailed af in her work fr ✨ meticulous queen nails the specifics 🙏 precision pro,She works precisely.,She works precisely.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she detailed af w her approach fr ✨ meticulous queen misses nothing 🙏 precision check,She has a very meticulous approach.,She has a very meticulous approach.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she didn't even flinch when the ball flew at her aura through the roof,She didn't flinch when the ball flew past her head.,She didn't flinch when the ball flew past her head.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"she different under pressure fr ✨ keepin it cool when shi gets heavy, clutch queen 👑💯",She handles pressure very well.,She handles pressure very well.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she does NOT give up easily frfr 💪 persistent af, gonna keep pushin till she gets it 💯 relentless queen",She's incredibly persistent.,She's incredibly persistent.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she does the same walk at the same time daily certified npc behavior,She walks the same route at the same time every single day.,She walks the same route at the same time every single day.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she doesn't follow drama but somehow always has the tea iykyk,She doesn't follow drama but always knows about it.,She doesn't follow drama but always knows about it.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she doesn't follow trends at all sigma energy fr,She doesn't follow trends and just does her own thing.,She doesn't follow trends and just does her own thing.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she doesn't need validation from anyone sigma queen behavior,She doesn't need validation from anyone.,She doesn't need validation from anyone.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she doesn't play piano she makes MAGIC ✨🎹 so talented it's kinda intimidating?? she ate fr 💅,She's incredibly talented at playing the piano.,She's incredibly talented at playing the piano.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she doesn't sugarcoat ANYTHING 💀 honest to a fault fr, kinda respect it tho? 😬 keeps it 💯",She's brutally honest.,She's brutally honest.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she don't get punked easy frfr 💪 ain't easily intimidated, stands her ground 💯💯",She's not easily intimidated.,She's not easily intimidated.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she don't just talk it, she walks it fr ✨ leads by example, actions louder than words 🙏💯 boss moves",She leads by example.,She leads by example.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she don't shy from tough talks, handles em well fr 🙏 effective communicator even when its awkward ✨💯 skill",She handles difficult conversations effectively.,She handles difficult conversations effectively.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she dont compromise her art fr ✨🎨 stays true to her vision, authentic creator queen 🙏 integrity",She stays true to her artistic vision.,She stays true to her artistic vision.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she dont do fluff, just practical solutions fr 🙏 realistic queen, actually helpful advice 💯",She offers very practical solutions.,She offers very practical solutions.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she dont even need words, her presence comfy af ✨💖 nonverbal comfort queen gives good vibes 🙏 calming energy",She offers comfort nonverbally.,She offers comfort nonverbally.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she dont just talk, she DOES shi to help fr ✨🛠️ practical support queen offers real solutions 🙏 action taker",She offers practical support.,She offers practical support.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she dont just talk, she HELPS fr ✨💪 practical help queen gets shi done 🙏 action oriented",She always offers practical help.,She always offers practical help.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she dont quit ever fr 💪 persistent queen keeps goin no matter what 🙏 relentless drive,She's always persistent.,She's always persistent.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
