input_text,target_text,task_type,source,quality_label,reason,raw_input,raw_target
"Yo, wanna flex and hit up a flick tonight?","Hey, do you want to catch a movie tonight?",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, wanna flex and hit up a flick tonight?","Hey, do you want to catch a movie tonight?"
"I was finna dip, then I remembered I left my phone chillin' inside.",I was just about to leave the house when I remembered I left my phone inside.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I was finna dip, then I remembered I left my phone chillin' inside.",I was just about to leave the house when I remembered I left my phone inside.
my wifi keeps dying during important calls i'm cooked,My WiFi keeps disconnecting during important calls.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,my wifi keeps dying during important calls i'm cooked,My WiFi keeps disconnecting during important calls.
the plant i thought was dead came back to life glow up from the grave W,The plant I thought was dead came back to life.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,the plant i thought was dead came back to life glow up from the grave W,The plant I thought was dead came back to life.
"I'm sooo drained today, just tryna chill at home and veg out.","I'm really tired today, so I think I just want to stay home and relax.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm sooo drained today, just tryna chill at home and veg out.","I'm really tired today, so I think I just want to stay home and relax."
"I'm mad exhausted today and I can't even focus, lol.",I'm just really tired today and I can't focus.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm mad exhausted today and I can't even focus, lol.",I'm just really tired today and I can't focus.
that inside joke from the trip will never die iykyk,That inside joke from the trip will never get old.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,that inside joke from the trip will never die iykyk,That inside joke from the trip will never get old.
my manager scheduled a meeting at 4:55 on friday that's cooked,My manager scheduled a meeting for 4:55 PM on Friday.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,my manager scheduled a meeting at 4:55 on friday that's cooked,My manager scheduled a meeting for 4:55 PM on Friday.
I'm kind of vibing with that sleepy energy today.,I'm just feeling a bit tired today.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm kind of vibing with that sleepy energy today.,I'm just feeling a bit tired today.
bro is still salty about last semester's grade let it go,He's still mad about the grade he got last semester.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,bro is still salty about last semester's grade let it go,He's still mad about the grade he got last semester.
clean sheets after a shower hits different on a spiritual level,Clean sheets after a shower is one of the best feelings.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,clean sheets after a shower hits different on a spiritual level,Clean sheets after a shower is one of the best feelings.
he tweets hot takes for engagement that's chronically online behavior,He tweets controversial opinions just for engagement.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he tweets hot takes for engagement that's chronically online behavior,He tweets controversial opinions just for engagement.
I'm mad sleepy today and I can't be bothered to step out.,I'm just really tired today and I don't want to go out.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm mad sleepy today and I can't be bothered to step out.,I'm just really tired today and I don't want to go out.
"I'm just vibing at home this weekend, no cap.",I'm just going to relax at home this weekend.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm just vibing at home this weekend, no cap.",I'm just going to relax at home this weekend.
she's the best on the team periodt not up for debate,She's the best player on the team and there's nothing to debate.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she's the best on the team periodt not up for debate,She's the best player on the team and there's nothing to debate.
I'm just chillin' and binge-watching after a mad busy day.,I'm just trying to relax and watch some TV after a busy day.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm just chillin' and binge-watching after a mad busy day.,I'm just trying to relax and watch some TV after a busy day.
just got a raise W honestly i'm gassed,I just got a raise and I'm very happy about it.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,just got a raise W honestly i'm gassed,I just got a raise and I'm very happy about it.
bro crashed out after failing and straight up dropped the whole course,After failing the exam he impulsively dropped the entire course.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,bro crashed out after failing and straight up dropped the whole course,After failing the exam he impulsively dropped the entire course.
"I'm hella drained today, might just vibe at home and chill.","I'm feeling really tired today, I might just stay home and relax.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm hella drained today, might just vibe at home and chill.","I'm feeling really tired today, I might just stay home and relax."
"Yo, I'm heading to the café for some brews, no cap!",I'm heading to the cafe to grab some coffee.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, I'm heading to the café for some brews, no cap!",I'm heading to the cafe to grab some coffee.
she mogged everyone's outfit the second she walked in,She walked in with the best outfit and everyone else felt underdressed.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she mogged everyone's outfit the second she walked in,She walked in with the best outfit and everyone else felt underdressed.
"I'm just vibing at home, binge-watching some stuff.",I'm just chilling at home watching some shows.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm just vibing at home, binge-watching some stuff.",I'm just chilling at home watching some shows.
Vibe check: Are you good?,Assessing someone's mood: Are you good?,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,Vibe check: Are you good?,Assessing someone's mood: Are you good?
"Yo, you chillin' tonight? Wanna link up?","Hey, are you free this evening to hang out?",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, you chillin' tonight? Wanna link up?","Hey, are you free this evening to hang out?"
my friend hits me with the fanum tax before i even start eating,My friend always takes a bite before I can even start eating.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,my friend hits me with the fanum tax before i even start eating,My friend always takes a bite before I can even start eating.
"Yo, just chillin' with my crew at the park today, no cap.",I'm just hanging out with friends at the park today.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, just chillin' with my crew at the park today, no cap.",I'm just hanging out with friends at the park today.
her fit at the event was fire she slayed understood the assignment,She wore the perfect outfit to the perfect event.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,her fit at the event was fire she slayed understood the assignment,She wore the perfect outfit to the perfect event.
she saves 50% of her paycheck every month sigma financial behavior,She saves fifty percent of her paycheck every month.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she saves 50% of her paycheck every month sigma financial behavior,She saves fifty percent of her paycheck every month.
"Yo, let's slide to the park later.","Hey, let's meet up at the park later.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, let's slide to the park later.","Hey, let's meet up at the park later."
I'm mad tired today and not tryna dip out.,I'm just really tired today and don't feel like going out.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm mad tired today and not tryna dip out.,I'm just really tired today and don't feel like going out.
"Chillin' with my crew at the park after class, no cap.",I'm just hanging out with my friends at the park after school.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Chillin' with my crew at the park after class, no cap.",I'm just hanging out with my friends at the park after school.
